step,position,action,market_return,gross_pnl,cost,net_pnl,cumul_net_pnl
378,-19.471397,SHORT,0.003511,-0.068356,8e-05,-0.068436,2.27717
379,-19.58905,SHORT,-0.00338,0.066218,5.9e-05,0.066159,2.343329
380,-19.164452,SHORT,-0.005616,0.107624,0.000212,0.107411,2.450741
381,-19.779903,SHORT,0.001897,-0.037527,0.000308,-0.037835,2.412906
382,-19.793556,SHORT,-0.001308,0.025891,7e-06,0.025884,2.43879
383,-19.754557,SHORT,-0.001506,0.029758,1.9e-05,0.029738,2.468528
384,-19.749846,SHORT,0.001245,-0.02458,2e-06,-0.024582,2.443946
385,-19.770926,SHORT,-0.000982,0.019423,1.1e-05,0.019413,2.463359
386,-19.761688,SHORT,0.000328,-0.006474,5e-06,-0.006478,2.456881
387,-19.76207,SHORT,-0.001705,0.033686,0.0,0.033686,2.490567
388,-19.788528,SHORT,-0.004142,0.081973,1.3e-05,0.081959,2.572526
389,-19.777933,SHORT,-0.001649,0.032606,5e-06,0.0326,2.605126
390,-19.759466,SHORT,-0.000924,0.018266,9e-06,0.018256,2.623383
391,-19.732054,SHORT,0.000726,-0.014333,1.4e-05,-0.014347,2.609036
392,-19.710136,SHORT,-0.000396,0.007808,1.1e-05,0.007797,2.616833
393,-19.764156,SHORT,0.000396,-0.007829,2.7e-05,-0.007856,2.608977
394,-19.770939,SHORT,-0.003637,0.071911,3e-06,0.071908,2.680884
395,-19.755165,SHORT,0.001324,-0.026159,8e-06,-0.026167,2.654717
396,-19.772387,SHORT,-0.004642,0.091788,9e-06,0.091779,2.746497
397,18.461065,LONG,0.004775,0.088143,0.019117,0.069026,2.815523
398,19.57799,LONG,-0.003712,-0.072665,0.000558,-0.073223,2.7423
399,19.850777,LONG,-0.000598,-0.011867,0.000136,-0.012003,2.730297
400,19.856823,LONG,-0.001463,-0.029046,3e-06,-0.029049,2.701248
401,-19.826529,SHORT,0.00133,-0.026367,0.019842,-0.046209,2.655039
402,-19.781769,SHORT,0.004839,-0.095726,2.2e-05,-0.095748,2.559291
403,-19.797644,SHORT,-0.003843,0.076079,8e-06,0.076071,2.635363
404,-19.772167,SHORT,0.001062,-0.02099,1.3e-05,-0.021002,2.61436
405,-19.801044,SHORT,-0.007989,0.158198,1.4e-05,0.158184,2.772544
406,-19.749727,SHORT,-0.000669,0.013206,2.6e-05,0.01318,2.785725
