step,position,action,position_change,pred_return,pred_15m,pred_1h,pred_4h,pred_1d,market_return,gross_pnl,cost,net_pnl,cumul_net_pnl,correct_direction
1504,0.013143,FLAT,0.011784,0.000671,0.003971,-0.008527,0.00522,-0.026957,-0.000563,-7e-06,6e-06,-1.3e-05,0.011069,0
1505,0.020361,FLAT,0.007218,-0.002937,0.005737,-0.008479,0.00522,-0.026957,0.002251,4.6e-05,4e-06,4.2e-05,0.011111,1
1506,0.014552,FLAT,0.005809,-0.006912,0.006081,-0.009958,0.004142,-0.034489,-0.001688,-2.5e-05,3e-06,-2.7e-05,0.011084,0
1507,0.031595,FLAT,0.017043,-0.011011,0.007142,-0.009818,0.004496,-0.03435,-0.000901,-2.8e-05,9e-06,-3.7e-05,0.011047,0
1508,0.027836,FLAT,0.003759,-0.007928,0.006549,-0.009584,0.00501,-0.034283,0.001239,3.4e-05,2e-06,3.3e-05,0.01108,1
1509,0.018122,FLAT,0.009713,-0.005649,0.007624,-0.009564,0.005228,-0.034243,-0.002819,-5.1e-05,5e-06,-5.6e-05,0.011024,0
1510,0.016172,FLAT,0.00195,-0.001306,0.007604,-0.007283,0.005421,-0.033901,-0.005094,-8.2e-05,1e-06,-8.3e-05,0.01094,0
1511,-0.018797,FLAT,0.034969,0.008158,0.006106,-0.007668,0.005541,-0.033857,0.010835,-0.000204,1.7e-05,-0.000221,0.010719,0
1512,-0.064612,SHORT,0.045815,-0.001977,0.005914,-0.008021,0.005414,-0.033791,-0.000225,1.5e-05,2.3e-05,-8e-06,0.010711,1
1513,-0.036592,FLAT,0.02802,-0.015058,0.005807,-0.008105,0.005414,-0.033791,0.001459,-5.3e-05,1.4e-05,-6.7e-05,0.010643,0
1514,-0.041951,FLAT,0.005359,-0.013299,0.006316,-0.015716,0.005526,-0.033539,-0.007089,0.000297,3e-06,0.000295,0.010938,1
1515,-0.061877,SHORT,0.019927,0.009152,0.008184,-0.015862,0.005526,-0.033539,0.000903,-5.6e-05,1e-05,-6.6e-05,0.010872,0
1516,-0.059422,SHORT,0.002456,0.01467,0.004885,-0.015635,0.005544,-0.033539,-0.00373,0.000222,1e-06,0.00022,0.011093,1
1517,-0.068441,SHORT,0.009019,-0.002884,0.003779,-0.015668,0.005544,-0.033539,-0.001246,8.5e-05,5e-06,8.1e-05,0.011173,1
1518,-0.0532,SHORT,0.015241,-0.006643,0.007065,-0.011538,0.005392,-0.03329,0.00283,-0.000151,8e-06,-0.000158,0.011015,0
1519,-0.082299,SHORT,0.029099,-0.002302,0.007445,-0.011274,0.005392,-0.03329,-0.001697,0.00014,1.5e-05,0.000125,0.01114,1
1520,-0.064661,SHORT,0.017638,-0.009263,0.004833,-0.010954,0.005446,-0.03329,0.000679,-4.4e-05,9e-06,-5.3e-05,0.011088,0
1521,-0.05526,SHORT,0.009401,-0.0039,0.004689,-0.010891,0.005446,-0.03329,-0.000906,5e-05,5e-06,4.5e-05,0.011133,1
1522,-0.060412,SHORT,0.005152,-0.005529,0.005591,-0.010746,0.007213,-0.03306,0.001245,-7.5e-05,3e-06,-7.8e-05,0.011055,0
1523,-0.084788,SHORT,0.024376,-0.005588,0.005035,-0.011135,0.006801,-0.03306,-0.004536,0.000385,1.2e-05,0.000372,0.011428,1
1524,-0.077537,SHORT,0.00725,0.010812,0.005436,-0.011649,0.006491,-0.03306,0.001363,-0.000106,4e-06,-0.000109,0.011318,0
1525,-0.100091,SHORT,0.022554,-0.006491,0.00486,-0.011759,0.006392,-0.03306,-0.001363,0.000136,1.1e-05,0.000125,0.011443,1
1526,-0.074916,SHORT,0.025175,0.003409,0.003951,-0.011749,0.006371,-0.032863,-0.001592,0.000119,1.3e-05,0.000107,0.01155,1
1527,-0.060024,SHORT,0.014892,-0.009147,0.00755,-0.011696,0.006346,-0.032863,-0.003878,0.000233,7e-06,0.000225,0.011775,1
1528,-0.092719,SHORT,0.032695,0.000742,0.004558,-0.011476,0.006509,-0.032863,0.003878,-0.00036,1.6e-05,-0.000376,0.0114,0
1529,-0.099779,SHORT,0.00706,-0.005478,0.005499,-0.011455,0.006509,-0.032863,-0.001937,0.000193,4e-06,0.00019,0.011589,1
1530,-0.056466,SHORT,0.043313,-0.012567,0.005979,-0.010666,0.006433,-0.032702,0.00114,-6.4e-05,2.2e-05,-8.6e-05,0.011503,0
1531,-0.060568,SHORT,0.004102,-0.010364,0.006771,-0.010464,0.006433,-0.032702,0.004206,-0.000255,2e-06,-0.000257,0.011246,0
1532,-0.075082,SHORT,0.014514,0.002568,0.005172,-0.010226,0.006443,-0.032702,-0.001476,0.000111,7e-06,0.000104,0.01135,1
1533,-0.055379,SHORT,0.019703,-0.013359,0.006411,-0.01019,0.006443,-0.032702,-0.000682,3.8e-05,1e-05,2.8e-05,0.011378,1
1534,-0.02057,FLAT,0.034809,-0.013932,0.00766,-0.007284,0.006351,-0.032573,0.007363,-0.000151,1.7e-05,-0.000169,0.011209,0
1535,-0.033833,FLAT,0.013263,0.006147,0.006513,-0.00702,0.006351,-0.032573,0.000451,-1.5e-05,7e-06,-2.2e-05,0.011187,0
1536,0.016583,FLAT,0.050417,-0.019133,0.004838,-0.007028,0.006303,-0.032573,-0.000113,-2e-06,2.5e-05,-2.7e-05,0.01116,0
1537,0.041923,FLAT,0.02534,-0.024162,0.006946,-0.006945,0.006303,-0.032573,-0.00339,-0.000142,1.3e-05,-0.000155,0.011005,0
1538,0.065454,LONG,0.023531,-0.013168,0.006905,-0.005345,-0.001813,-0.032473,0.000226,1.5e-05,1.2e-05,3e-06,0.011008,1
1539,0.063196,LONG,0.002259,-0.01163,0.006519,-0.005162,-0.002256,-0.032473,0.000113,7e-06,1e-06,6e-06,0.011014,1
1540,0.065741,LONG,0.002545,-0.010008,0.007445,-0.004651,-0.002523,-0.032473,-0.000792,-5.2e-05,1e-06,-5.3e-05,0.010961,0
1541,0.067457,LONG,0.001716,-0.01266,0.007588,-0.004547,-0.002666,-0.032473,-0.006362,-0.000429,1e-06,-0.00043,0.010531,0
1542,0.051432,LONG,0.016025,-0.000305,0.007769,-0.006043,-0.002818,-0.032396,-0.005371,-0.000276,8e-06,-0.000284,0.010247,0
1543,0.035948,FLAT,0.015484,-0.003831,0.007102,-0.006475,-0.002938,-0.032396,0.00126,4.5e-05,8e-06,3.8e-05,0.010284,1
1544,0.008101,FLAT,0.027847,-0.003987,0.003967,-0.006843,-0.003692,-0.032396,0.000572,5e-06,1.4e-05,-9e-06,0.010275,1
1545,0.008463,FLAT,0.000363,-0.002771,0.00462,-0.006886,-0.003692,-0.032396,0.003197,2.7e-05,0.0,2.7e-05,0.010302,1
1546,-0.001518,FLAT,0.009981,-0.008044,0.005345,-0.008917,-0.003729,-0.032338,0.001595,-2e-06,5e-06,-7e-06,0.010294,0
1547,0.00816,FLAT,0.009678,-0.008128,0.003686,-0.008789,-0.003729,-0.032338,-0.00285,-2.3e-05,5e-06,-2.8e-05,0.010266,0
1548,0.039478,FLAT,0.031318,-0.003272,0.007709,-0.008569,-0.003746,-0.032338,0.000457,1.8e-05,1.6e-05,2e-06,0.010269,1
1549,0.025202,FLAT,0.014276,-0.004636,0.008363,-0.008591,-0.003746,-0.032338,0.002279,5.7e-05,7e-06,5e-05,0.010319,1
1550,-0.010922,FLAT,0.036124,0.003295,0.006231,-0.014292,-0.003988,-0.032292,-0.000569,6e-06,1.8e-05,-1.2e-05,0.010307,1
1551,0.023641,FLAT,0.034563,-0.000562,0.004369,-0.014467,-0.003988,-0.032292,-0.003652,-8.6e-05,1.7e-05,-0.000104,0.010204,0
1552,0.0289,FLAT,0.005259,-0.00562,0.00866,-0.01445,-0.004013,-0.032292,-0.002977,-8.6e-05,3e-06,-8.9e-05,0.010115,0
1553,-0.01105,FLAT,0.03995,0.013695,0.005535,-0.014452,-0.004013,-0.032292,-0.00725,8e-05,2e-05,6e-05,0.010175,1
1554,-0.066582,SHORT,0.055532,0.00747,0.005737,-0.014793,-0.029575,-0.032254,0.002192,-0.000146,2.8e-05,-0.000174,0.010001,0
1555,-0.114112,SHORT,0.04753,-0.001991,0.005232,-0.015044,-0.029177,-0.032254,-0.006707,0.000765,2.4e-05,0.000742,0.010743,1
1556,-0.136879,SHORT,0.022768,-0.010004,0.004823,-0.015181,-0.029053,-0.032254,0.002781,-0.000381,1.1e-05,-0.000392,0.010351,0
1557,-0.179634,SHORT,0.042755,-0.008045,0.004964,-0.015197,-0.028995,-0.032254,0.000925,-0.000166,2.1e-05,-0.000188,0.010163,0
1558,-0.193069,SHORT,0.013435,-0.030218,0.003811,-0.022328,-0.02897,-0.032217,-0.001041,0.000201,7e-06,0.000194,0.010358,1
1559,-0.200227,SHORT,0.007157,-0.033981,0.00785,-0.022147,-0.028946,-0.032217,0.003581,-0.000717,4e-06,-0.000721,0.009637,0
1560,-0.224789,SHORT,0.024563,-0.011828,0.00655,-0.02194,-0.029156,-0.032217,-0.013816,0.003106,1.2e-05,0.003093,0.01273,1
1561,-0.256139,SHORT,0.03135,-0.032026,0.004784,-0.02183,-0.029156,-0.032217,-0.00504,0.001291,1.6e-05,0.001275,0.014005,1
1562,-0.158381,SHORT,0.097758,-0.010449,0.003314,-0.00291,-0.029172,-0.032217,0.000117,-1.9e-05,4.9e-05,-6.7e-05,0.013938,0
1563,-0.160249,SHORT,0.001868,-0.037114,0.005592,-0.003158,-0.029172,-0.032217,-0.005301,0.000849,1e-06,0.000848,0.014786,1
1564,-0.157647,SHORT,0.002602,-0.02661,0.005051,-0.00328,-0.029175,-0.032217,-0.004735,0.000747,1e-06,0.000745,0.015532,1
1565,-0.20032,SHORT,0.042673,-0.048459,0.003993,-0.003375,-0.029175,-0.032217,0.003672,-0.000736,2.1e-05,-0.000757,0.014775,0
1566,-0.28322,SHORT,0.0829,-0.068744,0.003814,-0.017324,-0.029247,-0.032217,0.003541,-0.001003,4.1e-05,-0.001044,0.013731,0
1567,-0.312421,SHORT,0.029201,-0.051523,0.004461,-0.016993,-0.029247,-0.032217,-0.001769,0.000553,1.5e-05,0.000538,0.014269,1
1568,-0.278524,SHORT,0.033897,-0.04587,0.004736,-0.016812,-0.029259,-0.032217,-0.00189,0.000526,1.7e-05,0.000509,0.014778,1
1569,-0.258747,SHORT,0.019777,-0.027599,0.00422,-0.016678,-0.029259,-0.032217,-0.002605,0.000674,1e-05,0.000664,0.015442,1
1570,-0.2414,SHORT,0.017347,-0.036742,0.006569,-0.016668,-0.010541,-0.032217,0.002723,-0.000657,9e-06,-0.000666,0.014776,0
1571,-0.294409,SHORT,0.053009,-0.060413,0.003989,-0.016613,-0.008974,-0.032217,0.000236,-7e-05,2.7e-05,-9.6e-05,0.01468,0
1572,-0.221563,SHORT,0.072846,-0.028244,0.006981,-0.01662,-0.008091,-0.032217,-0.00379,0.00084,3.6e-05,0.000803,0.015483,1
1573,-0.23101,SHORT,0.009447,-0.01737,0.003553,-0.016604,-0.007522,-0.032217,0.000593,-0.000137,5e-06,-0.000142,0.015342,0
1574,-0.229866,SHORT,0.001144,-0.05083,0.004873,-0.021365,-0.007085,-0.032217,-0.000949,0.000218,1e-06,0.000218,0.015559,1
1575,-0.135639,SHORT,0.094227,0.006279,0.006265,-0.021343,-0.006703,-0.032217,-0.005356,0.000726,4.7e-05,0.000679,0.016238,1
1576,-0.16865,SHORT,0.033011,0.0134,0.005054,-0.021417,-0.005085,-0.032217,0.004049,-0.000683,1.7e-05,-0.000699,0.015539,0
1577,-0.240111,SHORT,0.07146,-0.031268,0.004529,-0.02139,-0.005085,-0.032217,0.007106,-0.001706,3.6e-05,-0.001742,0.013797,0
1578,-0.230798,SHORT,0.009313,-0.012998,0.005004,-0.016061,-0.00501,-0.032217,0.000118,-2.7e-05,5e-06,-3.2e-05,0.013765,0
1579,-0.150756,SHORT,0.080042,-0.023931,0.002138,-0.015354,-0.00501,-0.032217,0.006234,-0.00094,4e-05,-0.00098,0.012785,0
1580,-0.152169,SHORT,0.001413,-0.000746,0.005963,-0.014932,-0.005002,-0.032217,-0.000939,0.000143,1e-06,0.000142,0.012928,1
1581,-0.121301,SHORT,0.030868,-0.000525,0.005253,-0.014759,-0.005002,-0.032217,0.003749,-0.000455,1.5e-05,-0.00047,0.012457,0
1582,-0.095477,SHORT,0.025824,-0.02684,0.006895,-0.007308,-0.00451,-0.032217,0.000234,-2.2e-05,1.3e-05,-3.5e-05,0.012422,0
1583,-0.036082,FLAT,0.059395,-0.005132,0.006877,-0.006939,-0.00451,-0.032217,-0.003396,0.000123,3e-05,9.3e-05,0.012515,1
1584,0.003558,FLAT,0.03964,-0.008516,0.003703,-0.006904,-0.004442,-0.032217,-0.001291,-5e-06,2e-05,-2.4e-05,0.012491,0
1585,0.02169,FLAT,0.018133,-0.006988,0.002906,-0.006787,-0.004442,-0.032217,-0.001175,-2.5e-05,9e-06,-3.5e-05,0.012456,0
1586,0.035396,FLAT,0.013705,-0.010018,0.006197,-0.00585,-0.000492,-0.032217,-0.00436,-0.000154,7e-06,-0.000161,0.012295,0
1587,0.05487,LONG,0.019474,-0.00312,0.007848,-0.005968,-0.00034,-0.032217,0.002595,0.000142,1e-05,0.000133,0.012427,1
1588,0.040558,FLAT,0.014312,-0.002462,0.007121,-0.006121,0.000117,-0.032217,0.000824,3.3e-05,7e-06,2.6e-05,0.012454,1
1589,0.034177,FLAT,0.006381,-0.009903,0.003969,-0.006146,0.000311,-0.032217,-0.001531,-5.2e-05,3e-06,-5.6e-05,0.012398,0
1590,0.037802,FLAT,0.003625,-0.008912,0.003789,-0.006107,0.000558,-0.032217,-0.003779,-0.000143,2e-06,-0.000145,0.012254,0
1591,0.036934,FLAT,0.000869,-0.002157,0.005885,-0.006115,0.000828,-0.032217,0.00071,2.6e-05,0.0,2.6e-05,0.012279,1
1592,0.024843,FLAT,0.01209,-0.00757,0.003374,-0.006245,0.00157,-0.032217,0.0013,3.2e-05,6e-06,2.6e-05,0.012306,1
1593,0.028803,FLAT,0.00396,-0.007032,0.004316,-0.006247,0.00157,-0.032217,-0.001655,-4.8e-05,2e-06,-5e-05,0.012256,0
1594,0.036271,FLAT,0.007468,-0.008253,0.003223,-0.009141,0.001722,-0.032217,0.001773,6.4e-05,4e-06,6.1e-05,0.012316,1
1595,0.028176,FLAT,0.008095,-0.015165,0.006465,-0.008876,0.001722,-0.032217,0.001652,4.7e-05,4e-06,4.2e-05,0.012359,1
1596,0.027591,FLAT,0.000585,-0.015003,0.008289,-0.008781,0.001741,-0.032217,0.00106,2.9e-05,0.0,2.9e-05,0.012388,1
1597,0.037424,FLAT,0.009833,-0.015657,0.007646,-0.008712,0.001741,-0.032217,0.000589,2.2e-05,5e-06,1.7e-05,0.012405,1
1598,0.04308,FLAT,0.005656,-0.014245,0.005231,-0.006682,0.002032,-0.032217,-0.000235,-1e-05,3e-06,-1.3e-05,0.012392,0
1599,0.040607,FLAT,0.002474,-0.008405,0.006083,-0.006807,0.002032,-0.032217,-0.003183,-0.000129,1e-06,-0.000131,0.012262,0
1600,0.048765,FLAT,0.008159,-0.004583,0.005645,-0.006911,0.002125,-0.032217,-0.000472,-2.3e-05,4e-06,-2.7e-05,0.012234,0
1601,0.04258,FLAT,0.006185,-0.007921,0.003978,-0.006902,0.002125,-0.032217,0.001063,4.5e-05,3e-06,4.2e-05,0.012277,1
1602,0.028064,FLAT,0.014516,-0.004681,0.008375,-0.012871,0.002219,-0.023653,0.001415,4e-05,7e-06,3.2e-05,0.012309,1
1603,0.036275,FLAT,0.00821,-0.009423,0.006218,-0.012983,0.00246,-0.02264,-0.002242,-8.1e-05,4e-06,-8.5e-05,0.012224,0
1604,0.037803,FLAT,0.001529,-0.008312,0.008698,-0.013016,0.002731,-0.022021,0.000472,1.8e-05,1e-06,1.7e-05,0.012241,1
1605,0.030889,FLAT,0.006914,-0.009401,0.006244,-0.01306,0.002762,-0.021596,0.000708,2.2e-05,3e-06,1.8e-05,0.012259,1
1606,0.02905,FLAT,0.001839,-0.010378,0.007283,-0.005848,0.002837,-0.019824,-0.001889,-5.5e-05,1e-06,-5.6e-05,0.012203,0
1607,0.053057,LONG,0.024007,-0.008985,0.006569,-0.005759,0.002843,-0.019474,0.001653,8.8e-05,1.2e-05,7.6e-05,0.012279,1
1608,0.042385,FLAT,0.010672,-0.013363,0.004945,-0.005603,0.002578,-0.019079,-0.000945,-4e-05,5e-06,-4.5e-05,0.012234,0
1609,0.054396,LONG,0.012011,-0.009758,0.00645,-0.005572,0.002578,-0.019079,-0.000354,-1.9e-05,6e-06,-2.5e-05,0.012208,0
1610,0.044082,FLAT,0.010314,-0.008894,0.006813,-0.01327,0.002688,-0.018404,-0.002721,-0.00012,5e-06,-0.000125,0.012083,0
1611,0.054523,LONG,0.010442,-0.006577,0.008018,-0.013423,0.002688,-0.018404,0.000237,1.3e-05,5e-06,8e-06,0.012091,1
1612,0.022513,FLAT,0.03201,0.000368,0.006309,-0.013575,0.002725,-0.018404,0.002248,5.1e-05,1.6e-05,3.5e-05,0.012126,1
1613,0.027372,FLAT,0.004859,0.005475,0.006436,-0.013583,0.002725,-0.018404,0.004599,0.000126,2e-06,0.000123,0.012249,1
1614,0.030429,FLAT,0.003056,0.003152,0.007365,-0.009212,0.002704,-0.018078,-0.004953,-0.000151,2e-06,-0.000152,0.012097,0
1615,0.065906,LONG,0.035477,-0.011078,0.008905,-0.009263,0.002704,-0.018078,-0.001183,-7.8e-05,1.8e-05,-9.6e-05,0.012001,0
1616,0.042584,FLAT,0.023322,-0.010455,0.006268,-0.009259,0.002762,-0.018078,-0.000118,-5e-06,1.2e-05,-1.7e-05,0.011984,0
1617,0.039417,FLAT,0.003167,-0.007722,0.006697,-0.009298,0.002762,-0.018078,-0.004866,-0.000192,2e-06,-0.000193,0.011791,0
1618,0.02161,FLAT,0.017808,0.003193,0.007393,-0.010824,0.000825,-0.017914,0.00202,4.4e-05,9e-06,3.5e-05,0.011826,1
1619,0.032531,FLAT,0.010922,-0.010136,0.005681,-0.010796,0.000632,-0.017914,0.000831,2.7e-05,5e-06,2.2e-05,0.011847,1
1620,0.03707,FLAT,0.004539,-0.009294,0.005856,-0.010668,0.000553,-0.017914,-0.000949,-3.5e-05,2e-06,-3.7e-05,0.01181,0
1621,0.046415,FLAT,0.009345,-0.009025,0.005321,-0.010596,0.000549,-0.017914,-0.000119,-6e-06,5e-06,-1e-05,0.0118,0
1622,0.031763,FLAT,0.014652,-0.012305,0.006138,-0.006304,0.000616,-0.017828,0.001424,4.5e-05,7e-06,3.8e-05,0.011838,1
1623,0.039009,FLAT,0.007246,-0.012061,0.006307,-0.006027,0.000685,-0.017828,0.000474,1.8e-05,4e-06,1.5e-05,0.011852,1
1624,0.034503,FLAT,0.004506,-0.005933,0.00727,-0.005872,0.00013,-0.017828,-0.001067,-3.7e-05,2e-06,-3.9e-05,0.011813,0
1625,0.056733,LONG,0.02223,-0.01793,0.006762,-0.005875,0.00013,-0.017828,-0.002495,-0.000142,1.1e-05,-0.000153,0.011661,0
1626,0.054153,LONG,0.002579,-0.012803,0.006023,-0.006878,0.000116,-0.017781,0.000951,5.2e-05,1e-06,5e-05,0.011711,1
1627,0.050717,LONG,0.003437,-0.016248,0.005236,-0.006837,0.000116,-0.017781,0.000238,1.2e-05,2e-06,1e-05,0.011721,1
1628,0.059391,LONG,0.008674,-0.00867,0.006851,-0.006854,0.000124,-0.017781,-0.002022,-0.00012,4e-06,-0.000124,0.011597,0
1629,0.070673,LONG,0.011282,-0.009112,0.008105,-0.006783,0.000124,-0.017781,0.001428,0.000101,6e-06,9.5e-05,0.011692,1
1630,0.037619,FLAT,0.033054,-0.006015,0.006199,-0.004442,-0.00028,-0.017754,-0.000119,-4e-06,1.7e-05,-2.1e-05,0.011671,0
1631,0.056293,LONG,0.018675,-0.009921,0.00585,-0.004634,-0.00028,-0.017754,0.000832,4.7e-05,9e-06,3.7e-05,0.011709,1
1632,0.044212,FLAT,0.012081,-0.009261,0.005594,-0.004682,-0.000299,-0.017754,0.001069,4.7e-05,6e-06,4.1e-05,0.01175,1
1633,0.025197,FLAT,0.019015,-0.013458,0.006901,-0.004724,-0.000299,-0.017754,-0.001187,-3e-05,1e-05,-3.9e-05,0.01171,0
1634,0.046028,FLAT,0.020831,-0.017166,0.005407,-0.00469,0.005111,-0.017737,0.002136,9.8e-05,1e-05,8.8e-05,0.011798,1
1635,0.034174,FLAT,0.011854,-0.015956,0.006663,-0.004367,0.005243,-0.017737,0.000948,3.2e-05,6e-06,2.6e-05,0.011825,1
1636,0.020554,FLAT,0.01362,-0.02021,0.006766,-0.003922,0.005033,-0.017737,-0.001422,-2.9e-05,7e-06,-3.6e-05,0.011789,0
1637,0.058172,LONG,0.037618,-0.019164,0.007672,-0.003847,0.005071,-0.017737,0.002133,0.000124,1.9e-05,0.000105,0.011894,1
1638,0.046865,FLAT,0.011307,-0.012316,0.008289,-0.002296,0.005092,-0.017719,0.000118,6e-06,6e-06,-0.0,0.011894,1
1639,0.057724,LONG,0.010859,-0.021824,0.006996,-0.002179,0.005138,-0.017719,-0.000473,-2.7e-05,5e-06,-3.3e-05,0.011861,0
1640,0.07133,LONG,0.013606,-0.019217,0.008301,-0.002263,0.005891,-0.017719,0.000592,4.2e-05,7e-06,3.5e-05,0.011897,1
1641,0.074419,LONG,0.003089,-0.023078,0.008258,-0.002244,0.005891,-0.017719,0.002246,0.000167,2e-06,0.000166,0.012062,1
1642,0.057116,LONG,0.017302,-0.019976,0.006663,-0.004101,0.005731,-0.017692,-0.001536,-8.8e-05,9e-06,-9.6e-05,0.011966,0
1643,0.08646,LONG,0.029343,-0.016025,0.006035,-0.003999,0.005731,-0.017692,0.0,0.0,1.5e-05,-1.5e-05,0.011951,0
1644,0.081501,LONG,0.004958,-0.015136,0.005164,-0.004038,0.005709,-0.017692,-0.001657,-0.000135,2e-06,-0.000138,0.011814,0
1645,0.073901,LONG,0.0076,-0.011482,0.007205,-0.003969,0.005709,-0.017692,0.004137,0.000306,4e-06,0.000302,0.012115,1
1646,0.065248,LONG,0.008654,0.002749,0.007028,-0.003816,0.005806,-0.017642,-0.001298,-8.5e-05,4e-06,-8.9e-05,0.012026,0
1647,0.071038,LONG,0.00579,-0.016145,0.005915,-0.004036,0.005806,-0.017642,0.001062,7.5e-05,3e-06,7.3e-05,0.012099,1
1648,0.072646,LONG,0.001608,-0.012878,0.005366,-0.004025,0.005702,-0.017642,-0.001771,-0.000129,1e-06,-0.000129,0.01197,0
1649,0.083066,LONG,0.01042,-0.011998,0.00575,-0.004091,0.005702,-0.017642,-0.000946,-7.9e-05,5e-06,-8.4e-05,0.011886,0
1650,0.07105,LONG,0.012016,-0.015652,0.007421,-0.007828,0.013244,-0.017547,0.00071,5e-05,6e-06,4.4e-05,0.01193,1
1651,0.066374,LONG,0.004677,-0.0173,0.006085,-0.008221,0.012097,-0.017547,-0.002367,-0.000157,2e-06,-0.000159,0.011771,0
1652,0.07501,LONG,0.008637,-0.010319,0.007206,-0.00839,0.011426,-0.017547,-0.001779,-0.000133,4e-06,-0.000138,0.011633,0
1653,0.035234,FLAT,0.039776,-0.005723,0.00596,-0.008483,0.011026,-0.017547,0.002016,7.1e-05,2e-05,5.1e-05,0.011684,1
1654,-0.004569,FLAT,0.039803,-0.004244,0.00521,-0.008313,0.010728,-0.017365,-0.000355,2e-06,2e-05,-1.8e-05,0.011666,1
1655,0.031618,FLAT,0.036187,-0.011798,0.006379,-0.00808,0.010518,-0.017365,-0.002492,-7.9e-05,1.8e-05,-9.7e-05,0.011569,0
1656,0.028689,FLAT,0.002929,-0.00735,0.008451,-0.008143,0.009832,-0.017365,0.000831,2.4e-05,1e-06,2.2e-05,0.011591,1
1657,0.009546,FLAT,0.019143,-0.013742,0.006544,-0.008077,0.009832,-0.017365,-0.005237,-5e-05,1e-05,-6e-05,0.011532,0
1658,-0.018067,FLAT,0.027613,-0.006052,0.006524,-0.005118,0.009791,-0.017365,0.000119,-2e-06,1.4e-05,-1.6e-05,0.011516,0
1659,-0.014787,FLAT,0.00328,-0.009055,0.004666,-0.005518,0.009791,-0.017365,0.004049,-6e-05,2e-06,-6.2e-05,0.011454,0
1660,-0.106226,SHORT,0.091439,0.00987,0.005264,-0.005573,0.009775,-0.017365,0.000119,-1.3e-05,4.6e-05,-5.8e-05,0.011396,0
1661,-0.060526,SHORT,0.0457,-0.008335,0.004367,-0.0056,0.009775,-0.017365,-0.001546,9.4e-05,2.3e-05,7.1e-05,0.011467,1
1662,-0.105622,SHORT,0.045096,-0.000389,0.004809,-0.00818,0.009614,-0.017365,-0.000714,7.5e-05,2.3e-05,5.3e-05,0.01152,1
1663,-0.095698,SHORT,0.009924,-0.018105,0.00578,-0.008393,0.009614,-0.017365,-0.005613,0.000537,5e-06,0.000532,0.012052,1
1664,-0.105404,SHORT,0.009706,-0.008508,0.008075,-0.008288,0.009581,-0.017365,0.002273,-0.00024,5e-06,-0.000244,0.011807,0
1665,-0.114348,SHORT,0.008945,-0.016187,0.004898,-0.00837,0.009581,-0.017365,0.000239,-2.7e-05,4e-06,-3.2e-05,0.011775,0
1666,-0.14532,SHORT,0.030972,-0.022318,0.004483,-0.011791,-0.016686,-0.017365,-0.001913,0.000278,1.5e-05,0.000263,0.012038,1
1667,-0.12788,SHORT,0.01744,-0.022771,0.004662,-0.011721,-0.016769,-0.017365,0.00012,-1.5e-05,9e-06,-2.4e-05,0.012014,0
1668,-0.120739,SHORT,0.007141,-0.017821,0.004752,-0.011975,-0.016718,-0.017365,-0.000359,4.3e-05,4e-06,4e-05,0.012054,1
1669,-0.072021,SHORT,0.048718,-0.00486,0.004428,-0.01205,-0.01657,-0.017365,0.003346,-0.000241,2.4e-05,-0.000265,0.011788,0
1670,-0.149396,SHORT,0.077375,-0.011269,0.00585,-0.016315,-0.016464,-0.017365,0.001431,-0.000214,3.9e-05,-0.000252,0.011536,0
1671,-0.121249,SHORT,0.028147,-0.000978,0.006182,-0.016246,-0.01636,-0.017365,-0.000119,1.4e-05,1.4e-05,0.0,0.011536,1
1672,-0.11139,SHORT,0.009858,-0.017167,0.003062,-0.016473,-0.017031,-0.017365,-0.004299,0.000479,5e-06,0.000474,0.01201,1
1673,-0.081489,SHORT,0.029901,0.004693,0.006834,-0.016431,-0.017031,-0.017365,-0.003597,0.000293,1.5e-05,0.000278,0.012288,1
1674,-0.119636,SHORT,0.038146,-0.002009,0.00813,-0.011434,-0.017056,-0.017365,0.00156,-0.000187,1.9e-05,-0.000206,0.012083,0
1675,-0.083233,SHORT,0.036402,-0.012279,0.004659,-0.01164,-0.017056,-0.017365,-0.00024,2e-05,1.8e-05,2e-06,0.012084,1
1676,-0.065812,SHORT,0.017421,-0.009233,0.003329,-0.011494,-0.017077,-0.017365,-0.0006,3.9e-05,9e-06,3.1e-05,0.012115,1
1677,-0.025402,FLAT,0.04041,-0.009351,0.004699,-0.011463,-0.017077,-0.017365,-0.003125,7.9e-05,2e-05,5.9e-05,0.012174,1
1678,-0.10895,SHORT,0.083548,-0.003516,0.004928,-0.014735,-0.017267,-0.017365,-0.00386,0.000421,4.2e-05,0.000379,0.012553,1
1679,-0.105771,SHORT,0.003179,0.00346,0.005235,-0.014778,-0.017267,-0.017365,0.001932,-0.000204,2e-06,-0.000206,0.012347,0
1680,-0.148236,SHORT,0.042465,-0.007531,0.005015,-0.014881,-0.017276,-0.017365,-0.0052,0.000771,2.1e-05,0.00075,0.013097,1
1681,-0.141214,SHORT,0.007023,-0.009706,0.004742,-0.014923,-0.017276,-0.017365,0.004114,-0.000581,4e-06,-0.000584,0.012512,0
1682,-0.241229,SHORT,0.100015,-0.04367,0.00452,-0.007247,-0.010808,-0.017365,0.000121,-2.9e-05,5e-05,-7.9e-05,0.012433,0
