step,position,action,position_change,pred_return,pred_15m,pred_1h,pred_4h,pred_1d,market_return,gross_pnl,cost,net_pnl,cumul_net_pnl,correct_direction
2285,-0.046558,FLAT,0.001535,-0.008671,0.006849,-0.009054,0.006403,-0.027995,0.002605,-0.000121,1e-06,-0.000122,-0.006687,0
2286,-0.055286,SHORT,0.008728,-2.8e-05,0.00676,-0.012134,0.007129,-0.028246,-0.000339,1.9e-05,4e-06,1.4e-05,-0.006672,1
2287,-0.055731,SHORT,0.000444,-0.003696,0.007165,-0.012149,0.007129,-0.028246,0.000792,-4.4e-05,0.0,-4.4e-05,-0.006717,0
2288,-0.080545,SHORT,0.024815,-0.009793,0.005662,-0.012164,0.007293,-0.028246,-0.001131,9.1e-05,1.2e-05,7.9e-05,-0.006638,1
2289,-0.048163,FLAT,0.032382,-0.008881,0.005716,-0.01219,0.007293,-0.028246,0.001357,-6.5e-05,1.6e-05,-8.2e-05,-0.00672,0
2290,-0.051764,SHORT,0.003601,-0.00842,0.006373,-0.011384,-0.001082,-0.028406,0.000226,-1.2e-05,2e-06,-1.4e-05,-0.006733,0
2291,-0.05677,SHORT,0.005006,0.004123,0.006347,-0.011538,-0.002359,-0.028406,0.001017,-5.8e-05,3e-06,-6e-05,-0.006793,0
2292,-0.043998,FLAT,0.012772,0.000848,0.007463,-0.011487,-0.002555,-0.028406,-0.004299,0.000189,6e-06,0.000183,-0.00661,1
2293,-0.018824,FLAT,0.025174,0.000714,0.006789,-0.01153,-0.002768,-0.028406,0.000567,-1.1e-05,1.3e-05,-2.3e-05,-0.006634,0
2294,-0.037261,FLAT,0.018437,0.005493,0.004916,-0.013238,-0.002904,-0.028509,-0.000227,8e-06,9e-06,-1e-06,-0.006634,1
2295,-0.043775,FLAT,0.006514,0.000911,0.00507,-0.013496,-0.003098,-0.028509,-0.003065,0.000134,3e-06,0.000131,-0.006504,1
2296,-0.065394,SHORT,0.021618,0.017129,0.005722,-0.013597,-0.004688,-0.028509,0.000795,-5.2e-05,1.1e-05,-6.3e-05,-0.006566,0
2297,-0.051512,SHORT,0.013882,0.002644,0.0052,-0.013667,-0.004688,-0.028509,-0.000682,3.5e-05,7e-06,2.8e-05,-0.006538,1
2298,-0.032407,FLAT,0.019105,0.001365,0.003166,-0.008863,-0.004578,-0.028577,-0.005357,0.000174,1e-05,0.000164,-0.006374,1
2299,-0.085091,SHORT,0.052684,0.011085,0.0059,-0.00916,-0.004578,-0.028577,-0.004926,0.000419,2.6e-05,0.000393,-0.005981,1
2300,-0.100639,SHORT,0.015548,0.007036,0.005189,-0.009262,-0.004582,-0.028577,0.001492,-0.00015,8e-06,-0.000158,-0.006139,0
2301,-0.085568,SHORT,0.01507,-0.007788,0.005111,-0.009369,-0.004582,-0.028577,0.000917,-7.8e-05,8e-06,-8.6e-05,-0.006225,0
2302,-0.079986,SHORT,0.005583,-0.001552,0.004726,-0.01127,-0.005167,-0.028619,0.000344,-2.7e-05,3e-06,-3e-05,-0.006256,0
2303,-0.08608,SHORT,0.006094,-0.005426,0.005744,-0.011,-0.005167,-0.028619,-0.000917,7.9e-05,3e-06,7.6e-05,-0.00618,1
2304,-0.069718,SHORT,0.016362,-0.002169,0.006617,-0.01073,-0.005116,-0.028619,0.000458,-3.2e-05,8e-06,-4e-05,-0.00622,0
2305,-0.054471,SHORT,0.015246,-0.005363,0.005484,-0.010703,-0.005116,-0.028619,0.001603,-8.7e-05,8e-06,-9.5e-05,-0.006315,0
2306,-0.050817,SHORT,0.003654,-0.000774,0.006128,-0.011421,-0.004987,-0.028643,-0.000458,2.3e-05,2e-06,2.1e-05,-0.006293,1
2307,-0.065882,SHORT,0.015065,0.005828,0.005842,-0.011546,-0.004993,-0.028643,-0.002636,0.000174,8e-06,0.000166,-0.006127,1
2308,-0.050421,SHORT,0.015462,-0.00048,0.006831,-0.011791,-0.005321,-0.028643,-0.000689,3.5e-05,8e-06,2.7e-05,-0.0061,1
2309,-0.052599,SHORT,0.002178,0.005132,0.00421,-0.011805,-0.005369,-0.028643,0.001721,-9.1e-05,1e-06,-9.2e-05,-0.006192,0
2310,-0.084898,SHORT,0.032299,0.000144,0.004948,-0.013818,-0.005356,-0.028652,-0.001032,8.8e-05,1.6e-05,7.1e-05,-0.00612,1
2311,-0.047978,FLAT,0.03692,-0.00096,0.005468,-0.013803,-0.005326,-0.028652,-0.000918,4.4e-05,1.8e-05,2.6e-05,-0.006095,1
2312,-0.052645,SHORT,0.004667,0.00157,0.005152,-0.013612,-0.005335,-0.028652,-0.003221,0.00017,2e-06,0.000167,-0.005927,1
2313,-0.073535,SHORT,0.02089,0.019844,0.006184,-0.013578,-0.005335,-0.028652,0.000461,-3.4e-05,1e-05,-4.4e-05,-0.005972,0
2314,-0.069311,SHORT,0.004224,-0.000677,0.005167,-0.018688,-0.005448,-0.028652,-0.001383,9.6e-05,2e-06,9.4e-05,-0.005878,1
2315,-0.023253,FLAT,0.046058,0.004373,0.004521,-0.018674,-0.005448,-0.028652,-0.001963,4.6e-05,2.3e-05,2.3e-05,-0.005855,1
2316,-0.101237,SHORT,0.077984,0.015114,0.004816,-0.018446,-0.005439,-0.028652,0.000809,-8.2e-05,3.9e-05,-0.000121,-0.005976,0
2317,-0.100647,SHORT,0.00059,-0.002944,0.005042,-0.018442,-0.005439,-0.028652,0.001615,-0.000163,0.0,-0.000163,-0.006139,0
2318,-0.11466,SHORT,0.014012,-0.001155,0.004818,-0.01625,-0.005542,-0.028648,0.001267,-0.000145,7e-06,-0.000152,-0.006291,0
2319,-0.105864,SHORT,0.008796,0.001219,0.004622,-0.016076,-0.005542,-0.028648,-0.00023,2.4e-05,4e-06,2e-05,-0.006271,1
2320,-0.093953,SHORT,0.01191,-0.001356,0.004095,-0.016072,-0.005597,-0.028648,0.000806,-7.6e-05,6e-06,-8.2e-05,-0.006353,0
2321,-0.110419,SHORT,0.016466,0.001604,0.004404,-0.016024,-0.005597,-0.028648,0.00046,-5.1e-05,8e-06,-5.9e-05,-0.006412,0
2322,-0.103776,SHORT,0.006643,0.010844,0.005237,-0.012534,-0.007355,-0.028643,0.000115,-1.2e-05,3e-06,-1.5e-05,-0.006427,0
2323,-0.069656,SHORT,0.03412,-0.007252,0.006255,-0.01251,-0.00676,-0.028643,-0.001381,9.6e-05,1.7e-05,7.9e-05,-0.006348,1
2324,-0.06652,SHORT,0.003136,0.004027,0.006148,-0.012519,-0.006486,-0.028643,0.002416,-0.000161,2e-06,-0.000162,-0.006511,0
2325,-0.073911,SHORT,0.007391,0.002671,0.006358,-0.012501,-0.006253,-0.028643,0.000115,-8e-06,4e-06,-1.2e-05,-0.006523,0
2326,-0.058805,SHORT,0.015105,-0.013706,0.006478,-0.01345,-0.00611,-0.028642,0.00241,-0.000142,8e-06,-0.000149,-0.006672,0
2327,-0.069885,SHORT,0.01108,0.001568,0.00586,-0.013335,-0.005978,-0.028642,-0.000573,4e-05,6e-06,3.5e-05,-0.006637,1
2328,-0.008954,FLAT,0.060932,-0.005756,0.00533,-0.013214,-0.006258,-0.028642,-0.001951,1.7e-05,3e-05,-1.3e-05,-0.00665,1
2329,0.019553,FLAT,0.028507,0.001147,0.007311,-0.013183,-0.006258,-0.028642,-0.003337,-6.5e-05,1.4e-05,-8e-05,-0.00673,0
2330,0.027354,FLAT,0.007801,-0.000402,0.007936,-0.010881,-0.006284,-0.028642,0.002763,7.6e-05,4e-06,7.2e-05,-0.006658,1
2331,0.011241,FLAT,0.016113,-0.005795,0.006839,-0.011058,-0.006284,-0.028642,-0.004493,-5.1e-05,8e-06,-5.9e-05,-0.006717,0
2332,0.037482,FLAT,0.026241,-0.003195,0.006779,-0.011082,-0.006297,-0.028642,0.000693,2.6e-05,1.3e-05,1.3e-05,-0.006704,1
2333,0.028165,FLAT,0.009317,-0.000508,0.005758,-0.011108,-0.006297,-0.028642,0.001384,3.9e-05,5e-06,3.4e-05,-0.00667,1
2334,0.020085,FLAT,0.00808,0.004235,0.00644,-0.011111,-0.006468,-0.028642,0.000346,7e-06,4e-06,3e-06,-0.006667,1
2335,0.020269,FLAT,0.000184,-0.015784,0.007343,-0.010989,-0.006468,-0.028642,-0.001729,-3.5e-05,0.0,-3.5e-05,-0.006702,0
2336,0.028261,FLAT,0.007992,-0.000125,0.006809,-0.011065,-0.006474,-0.028642,0.000115,3e-06,4e-06,-1e-06,-0.006703,1
2337,0.030289,FLAT,0.002027,-0.001604,0.006506,-0.011051,-0.006474,-0.028642,0.000577,1.7e-05,1e-06,1.6e-05,-0.006686,1
2338,0.002677,FLAT,0.027612,0.001563,0.005585,-0.010806,-0.000775,-0.028642,0.001728,5e-06,1.4e-05,-9e-06,-0.006695,1
2339,0.011754,FLAT,0.009078,-0.008927,0.007158,-0.010416,6.1e-05,-0.028642,0.000345,4e-06,5e-06,-0.0,-0.006696,1
2340,0.018147,FLAT,0.006393,-0.007697,0.006904,-0.010453,0.000412,-0.028642,0.001265,2.3e-05,3e-06,2e-05,-0.006676,1
2341,0.009839,FLAT,0.008308,-0.010663,0.007183,-0.010354,0.000688,-0.028642,-0.000345,-3e-06,4e-06,-8e-06,-0.006684,0
2342,0.025847,FLAT,0.016009,-0.008125,0.005881,-0.009218,0.000886,-0.028642,0.000115,3e-06,8e-06,-5e-06,-0.006689,1
2343,0.038047,FLAT,0.0122,-0.009135,0.004904,-0.009065,0.001062,-0.028642,-0.001035,-3.9e-05,6e-06,-4.5e-05,-0.006734,0
2344,0.048973,FLAT,0.010926,-0.007292,0.005203,-0.008788,0.001841,-0.028642,-0.000921,-4.5e-05,5e-06,-5.1e-05,-0.006785,0
2345,0.052508,LONG,0.003535,-0.008961,0.004464,-0.008695,0.001841,-0.028642,-0.00023,-1.2e-05,2e-06,-1.4e-05,-0.006799,0
2346,0.052102,LONG,0.000406,-0.007215,0.005894,-0.008858,0.001784,-0.028642,0.000806,4.2e-05,0.0,4.2e-05,-0.006757,1
2347,0.053684,LONG,0.001582,-0.006569,0.006492,-0.008558,0.001784,-0.028642,0.00069,3.7e-05,1e-06,3.6e-05,-0.006721,1
2348,0.056332,LONG,0.002648,-0.01077,0.006438,-0.008559,0.001785,-0.028642,0.000575,3.2e-05,1e-06,3.1e-05,-0.00669,1
2349,0.049445,FLAT,0.006886,-0.012804,0.006776,-0.008489,0.001785,-0.028642,-0.000805,-4e-05,3e-06,-4.3e-05,-0.006733,0
2350,0.058089,LONG,0.008644,-0.002853,0.007853,-0.007834,0.002207,-0.028642,0.0,0.0,4e-06,-4e-06,-0.006737,0
2351,0.053344,LONG,0.004745,-0.010582,0.00899,-0.007856,0.002207,-0.028642,0.000805,4.3e-05,2e-06,4.1e-05,-0.006697,1
2352,0.048818,FLAT,0.004526,-0.00824,0.007654,-0.008008,0.002177,-0.028642,-0.000345,-1.7e-05,2e-06,-1.9e-05,-0.006716,0
2353,0.05475,LONG,0.005932,-0.010408,0.004559,-0.007983,0.002177,-0.028642,-0.001036,-5.7e-05,3e-06,-6e-05,-0.006775,0
2354,0.060227,LONG,0.005477,-0.00545,0.005977,-0.013267,-0.004463,-0.028642,-0.000115,-7e-06,3e-06,-1e-05,-0.006785,0
2355,0.0572,LONG,0.003027,-0.007157,0.007673,-0.013126,-0.002851,-0.028642,0.001955,0.000112,2e-06,0.00011,-0.006675,1
2356,0.04558,FLAT,0.01162,0.000194,0.008421,-0.013077,-0.001434,-0.028642,0.0,0.0,6e-06,-6e-06,-0.00668,0
2357,0.043468,FLAT,0.002113,8e-05,0.007392,-0.01304,-0.000647,-0.028642,-0.00184,-8e-05,1e-06,-8.1e-05,-0.006761,0
2358,0.065558,LONG,0.02209,-0.00141,0.008807,-0.007709,-0.000124,-0.028642,0.000806,5.3e-05,1.1e-05,4.2e-05,-0.00672,1
2359,0.045607,FLAT,0.019951,-0.016206,0.009009,-0.007549,0.000275,-0.028642,0.001379,6.3e-05,1e-05,5.3e-05,-0.006667,1
2360,0.044798,FLAT,0.000809,-0.013651,0.009285,-0.007279,-0.000276,-0.028642,0.001951,8.7e-05,0.0,8.7e-05,-0.00658,1
2361,0.041356,FLAT,0.003442,-0.00733,0.007735,-0.007207,-0.000276,-0.028642,0.000344,1.4e-05,2e-06,1.3e-05,-0.006567,1
2362,0.087643,LONG,0.046286,-0.007614,0.009281,-0.006656,-6.2e-05,-0.028642,0.0,0.0,2.3e-05,-2.3e-05,-0.00659,0
2363,0.085115,LONG,0.002528,-0.008426,0.008667,-0.006422,-6.2e-05,-0.028642,0.000573,4.9e-05,1e-06,4.7e-05,-0.006543,1
2364,0.070081,LONG,0.015034,-0.016033,0.008121,-0.006381,-8.4e-05,-0.028642,-0.000573,-4e-05,8e-06,-4.8e-05,-0.006591,0
2365,0.075681,LONG,0.005601,-0.009966,0.007697,-0.006323,-8.4e-05,-0.028642,0.006739,0.00051,3e-06,0.000507,-0.006083,1
2366,0.040483,FLAT,0.035199,-0.004034,0.006766,-0.001468,-0.000605,-0.028642,0.000455,1.8e-05,1.8e-05,1e-06,-0.006082,1
2367,0.102976,LONG,0.062493,-0.006858,0.008675,-0.001386,-0.000605,-0.028642,0.001705,0.000176,3.1e-05,0.000144,-0.005938,1
2368,0.09466,LONG,0.008316,-0.0139,0.007191,-0.001295,-0.00047,-0.028642,-0.000454,-4.3e-05,4e-06,-4.7e-05,-0.005985,0
2369,0.101277,LONG,0.006618,-0.013698,0.00691,-0.001219,-0.00047,-0.028642,0.000227,2.3e-05,3e-06,2e-05,-0.005966,1
2370,0.085698,LONG,0.01558,-0.010168,0.00916,-0.004681,-0.004096,-0.019152,-0.001251,-0.000107,8e-06,-0.000115,-0.006081,0
2371,0.108084,LONG,0.022387,-0.009528,0.008376,-0.004498,-0.005137,-0.018543,0.000114,1.2e-05,1.1e-05,1e-06,-0.006079,1
2372,0.09331,LONG,0.014774,-0.003737,0.010181,-0.003901,-0.00591,-0.018284,-0.002392,-0.000223,7e-06,-0.000231,-0.00631,0
2373,0.101496,LONG,0.008186,-0.005575,0.006198,-0.003827,-0.006046,-0.018162,0.000342,3.5e-05,4e-06,3.1e-05,-0.006279,1
2374,0.09142,LONG,0.010076,-0.005674,0.009125,-0.004131,-0.006018,-0.018849,0.000228,2.1e-05,5e-06,1.6e-05,-0.006264,1
2375,0.089667,LONG,0.001753,-0.00964,0.008629,-0.004286,-0.006036,-0.018755,-0.001825,-0.000164,1e-06,-0.000165,-0.006428,0
2376,0.087516,LONG,0.00215,-0.0004,0.006017,-0.004622,-0.00706,-0.018631,0.000342,3e-05,1e-06,2.9e-05,-0.006399,1
2377,0.080872,LONG,0.006644,-0.006144,0.006634,-0.004667,-0.00706,-0.018631,0.005463,0.000442,3e-06,0.000439,-0.005961,1
2378,-0.012405,FLAT,0.093277,-0.018376,0.006505,-0.005505,-0.007307,-0.019127,0.0,-0.0,4.7e-05,-4.7e-05,-0.006007,1
2379,0.071651,LONG,0.084056,-0.013199,0.005851,-0.005543,-0.007307,-0.019127,0.001814,0.00013,4.2e-05,8.8e-05,-0.005919,1
2380,0.049583,FLAT,0.022068,0.012641,0.008792,-0.005555,-0.007267,-0.019127,-0.000227,-1.1e-05,1.1e-05,-2.2e-05,-0.005942,0
2381,0.050805,LONG,0.001221,-0.010919,0.00744,-0.005417,-0.007267,-0.019127,-0.000907,-4.6e-05,1e-06,-4.7e-05,-0.005988,0
2382,0.053918,LONG,0.003114,-0.007983,0.008094,-0.005723,-0.00775,-0.019484,-0.003636,-0.000196,2e-06,-0.000198,-0.006186,0
2383,0.071383,LONG,0.017465,-0.008481,0.00801,-0.005771,-0.00775,-0.019484,-0.001139,-8.1e-05,9e-06,-9e-05,-0.006276,0
2384,0.053001,LONG,0.018382,-0.002534,0.005872,-0.005353,-0.007906,-0.019484,0.00057,3e-05,9e-06,2.1e-05,-0.006255,1
2385,0.042482,FLAT,0.01052,0.002746,0.003871,-0.005406,-0.007906,-0.019484,0.003979,0.000169,5e-06,0.000164,-0.006091,1
2386,-0.022894,FLAT,0.065376,-0.013011,0.005567,-0.007466,-0.010191,-0.019758,-0.001931,4.4e-05,3.3e-05,1.2e-05,-0.00608,1
2387,0.042071,FLAT,0.064965,-0.002607,0.007042,-0.007155,-0.009881,-0.019758,0.002271,9.6e-05,3.2e-05,6.3e-05,-0.006017,1
2388,0.027897,FLAT,0.014173,-0.008592,0.006392,-0.007304,-0.010009,-0.019758,0.001134,3.2e-05,7e-06,2.5e-05,-0.005992,1
2389,0.037056,FLAT,0.009158,-0.006474,0.005901,-0.007212,-0.010014,-0.019758,-0.001701,-6.3e-05,5e-06,-6.8e-05,-0.00606,0
2390,0.064367,LONG,0.027311,-0.00571,0.006446,-0.004338,-0.010198,-0.019976,0.001814,0.000117,1.4e-05,0.000103,-0.005957,1
2391,0.02847,FLAT,0.035897,0.000205,0.00673,-0.004482,-0.010297,-0.019976,0.001698,4.8e-05,1.8e-05,3e-05,-0.005926,1
2392,0.027653,FLAT,0.000817,-0.009659,0.007557,-0.004584,-0.010044,-0.019976,-0.002038,-5.6e-05,0.0,-5.7e-05,-0.005983,0
2393,0.061796,LONG,0.034143,-0.007667,0.006296,-0.004629,-0.010044,-0.019976,0.001585,9.8e-05,1.7e-05,8.1e-05,-0.005902,1
2394,0.044501,FLAT,0.017295,-0.013668,0.00714,-0.00851,-0.01016,-0.020155,-0.000679,-3e-05,9e-06,-3.9e-05,-0.005941,0
2395,0.045314,FLAT,0.000813,-0.004788,0.006436,-0.008443,-0.01016,-0.020155,-0.001586,-7.2e-05,0.0,-7.2e-05,-0.006013,0
2396,0.048612,FLAT,0.003297,0.001754,0.005486,-0.008183,-0.010243,-0.020155,0.00136,6.6e-05,2e-06,6.4e-05,-0.005949,1
2397,0.049743,FLAT,0.001131,-0.003532,0.005161,-0.008197,-0.010243,-0.020155,0.000679,3.4e-05,1e-06,3.3e-05,-0.005916,1
2398,0.044973,FLAT,0.00477,-0.002995,0.006839,-0.006097,-0.010117,-0.020303,-0.000113,-5e-06,2e-06,-7e-06,-0.005923,0
2399,0.061451,LONG,0.016478,-0.006896,0.003969,-0.006335,-0.010117,-0.020303,-0.002493,-0.000153,8e-06,-0.000161,-0.006084,0
2400,0.072825,LONG,0.011374,-0.004669,0.007581,-0.006798,-0.010173,-0.020303,0.00034,2.5e-05,6e-06,1.9e-05,-0.006065,1
2401,0.057513,LONG,0.015312,-0.003123,0.004793,-0.006912,-0.010173,-0.020303,0.000907,5.2e-05,8e-06,4.5e-05,-0.006021,1
2402,0.037313,FLAT,0.020201,-0.005021,0.00564,-0.007172,-0.007714,-0.020429,0.00034,1.3e-05,1e-05,3e-06,-0.006018,1
2403,0.049282,FLAT,0.011969,-0.009845,0.006192,-0.0071,-0.007949,-0.020429,0.000227,1.1e-05,6e-06,5e-06,-0.006013,1
2404,0.04623,FLAT,0.003052,-0.00518,0.004028,-0.007142,-0.008088,-0.020429,0.001471,6.8e-05,2e-06,6.6e-05,-0.005947,1
2405,0.029087,FLAT,0.017143,-0.00742,0.00521,-0.007098,-0.008236,-0.020429,0.003049,8.9e-05,9e-06,8e-05,-0.005867,1
2406,-0.016505,FLAT,0.045592,0.00142,0.006182,-0.00564,-0.008376,-0.020537,-0.001467,2.4e-05,2.3e-05,1e-06,-0.005865,1
2407,0.040526,FLAT,0.057032,-0.011695,0.006939,-0.005743,-0.008462,-0.020537,-0.001356,-5.5e-05,2.9e-05,-8.3e-05,-0.005949,0
2408,0.051556,LONG,0.01103,-0.00547,0.006379,-0.005528,-0.008267,-0.020537,0.000452,2.3e-05,6e-06,1.8e-05,-0.005931,1
2409,0.033975,FLAT,0.01758,-0.005576,0.006004,-0.005519,-0.008267,-0.020537,0.000113,4e-06,9e-06,-5e-06,-0.005936,1
2410,0.028984,FLAT,0.004991,0.000756,0.005958,-0.008742,-0.008262,-0.020631,0.000226,7e-06,2e-06,4e-06,-0.005932,1
2411,0.044612,FLAT,0.015628,-0.003053,0.008458,-0.008667,-0.008262,-0.020631,-0.000452,-2e-05,8e-06,-2.8e-05,-0.00596,0
2412,0.057069,LONG,0.012457,-0.002955,0.005743,-0.008582,-0.008273,-0.020631,-0.000678,-3.9e-05,6e-06,-4.5e-05,-0.006005,0
2413,0.050828,LONG,0.006241,-0.002758,0.005179,-0.008618,-0.008273,-0.020631,-0.001132,-5.8e-05,3e-06,-6.1e-05,-0.006065,0
2414,0.022669,FLAT,0.028159,0.004483,0.00522,-0.004637,-0.008153,-0.020713,-0.001133,-2.6e-05,1.4e-05,-4e-05,-0.006105,0
2415,0.031614,FLAT,0.008945,-0.002974,0.004687,-0.004766,-0.008153,-0.020713,0.001359,4.3e-05,4e-06,3.9e-05,-0.006067,1
2416,0.017261,FLAT,0.014353,-0.005141,0.0057,-0.005256,-0.008165,-0.020713,0.001923,3.3e-05,7e-06,2.6e-05,-0.006041,1
2417,-0.023187,FLAT,0.040448,-0.006822,0.005906,-0.005244,-0.008165,-0.020713,-0.002602,6e-05,2e-05,4e-05,-0.006,1
2418,-0.008997,FLAT,0.01419,0.004199,0.00791,-0.012044,-0.020647,-0.020787,0.001019,-9e-06,7e-06,-1.6e-05,-0.006017,0
2419,-0.005959,FLAT,0.003039,0.001765,0.00482,-0.012312,-0.021691,-0.020787,-0.002379,1.4e-05,2e-06,1.3e-05,-0.006004,1
2420,-0.006854,FLAT,0.000896,0.004178,0.007403,-0.012146,-0.021892,-0.020787,0.00068,-5e-06,0.0,-5e-06,-0.006009,0
2421,-0.040641,FLAT,0.033787,0.00074,0.005611,-0.012239,-0.021866,-0.020787,-0.004772,0.000194,1.7e-05,0.000177,-0.005832,1
2422,-0.113218,SHORT,0.072577,-0.004053,0.00687,-0.008125,-0.021786,-0.020857,0.000455,-5.2e-05,3.6e-05,-8.8e-05,-0.00592,0
2423,-0.067236,SHORT,0.045982,-0.00135,0.003769,-0.008584,-0.021741,-0.020857,-0.003421,0.00023,2.3e-05,0.000207,-0.005713,1
2424,-0.117879,SHORT,0.050643,-0.017807,0.004415,-0.008811,-0.02242,-0.020857,0.002966,-0.00035,2.5e-05,-0.000375,-0.006088,0
2425,-0.202071,SHORT,0.084192,-0.060738,0.004332,-0.008794,-0.02242,-0.020857,-0.000228,4.6e-05,4.2e-05,4e-06,-0.006084,1
2426,-0.179156,SHORT,0.022915,-0.034696,0.004017,-0.013137,-0.022401,-0.020857,-0.00114,0.000204,1.1e-05,0.000193,-0.005891,1
2427,-0.175279,SHORT,0.003877,-0.030048,0.003536,-0.012798,-0.022401,-0.020857,0.001709,-0.0003,2e-06,-0.000302,-0.006193,0
2428,-0.191899,SHORT,0.01662,-0.022382,0.00563,-0.012625,-0.0224,-0.020857,0.001138,-0.000218,8e-06,-0.000227,-0.006419,0
2429,-0.204644,SHORT,0.012746,-0.03541,0.004438,-0.012608,-0.0224,-0.020857,-0.000455,9.3e-05,6e-06,8.7e-05,-0.006333,1
2430,-0.180459,SHORT,0.024185,-0.032092,0.006094,-0.012871,-0.022753,-0.020857,-0.000797,0.000144,1.2e-05,0.000132,-0.006201,1
2431,-0.15382,SHORT,0.026639,-0.013743,0.007201,-0.012961,-0.022753,-0.020857,0.000911,-0.00014,1.3e-05,-0.000153,-0.006354,0
2432,-0.15544,SHORT,0.00162,-0.014145,0.006311,-0.013225,-0.022745,-0.020857,-0.000455,7.1e-05,1e-06,7e-05,-0.006284,1
2433,-0.120202,SHORT,0.035238,-0.005759,0.004999,-0.013252,-0.022745,-0.020857,0.001138,-0.000137,1.8e-05,-0.000154,-0.006439,0
2434,-0.181945,SHORT,0.061743,-0.003464,0.004635,-0.016703,-0.016297,-0.020857,-0.003416,0.000622,3.1e-05,0.000591,-0.005848,1
2435,-0.140667,SHORT,0.041277,0.002331,0.005541,-0.016978,-0.015666,-0.020857,0.0,-0.0,2.1e-05,-2.1e-05,-0.005869,1
2436,-0.159689,SHORT,0.019022,-0.006407,0.005336,-0.017137,-0.01566,-0.020857,-0.001827,0.000292,1e-05,0.000282,-0.005586,1
2437,-0.14829,SHORT,0.0114,-0.010211,0.004086,-0.017148,-0.015651,-0.020857,0.002169,-0.000322,6e-06,-0.000327,-0.005914,0
2438,-0.230379,SHORT,0.08209,-0.032473,0.004651,-0.0133,-0.015701,-0.020857,0.000798,-0.000184,4.1e-05,-0.000225,-0.006139,0
2439,-0.14111,SHORT,0.089269,-0.009679,0.005389,-0.012719,-0.015742,-0.020857,0.00148,-0.000209,4.5e-05,-0.000254,-0.006392,0
2440,-0.155199,SHORT,0.014089,-0.011076,0.002901,-0.01191,-0.014823,-0.020857,0.005447,-0.000845,7e-06,-0.000852,-0.007244,0
2441,-0.223809,SHORT,0.06861,0.023927,0.005621,-0.011651,-0.014823,-0.020857,0.001357,-0.000304,3.4e-05,-0.000338,-0.007582,0
2442,-0.255927,SHORT,0.032117,-0.017863,0.006239,-0.022288,-0.014901,-0.020857,0.0,-0.0,1.6e-05,-1.6e-05,-0.007598,1
2443,-0.17126,SHORT,0.084667,-0.026059,0.005409,-0.022164,-0.014901,-0.020857,0.000226,-3.9e-05,4.2e-05,-8.1e-05,-0.00768,0
2444,-0.118305,SHORT,0.052955,-0.031194,0.009366,-0.021938,-0.014901,-0.020857,-0.007485,0.000885,2.6e-05,0.000859,-0.006821,1
2445,-0.109804,SHORT,0.008501,-0.001029,0.004824,-0.021962,-0.014901,-0.020857,0.002615,-0.000287,4e-06,-0.000291,-0.007112,0
2446,-0.124515,SHORT,0.014711,-0.025442,0.005202,-0.016447,-0.014521,-0.020857,0.001021,-0.000127,7e-06,-0.000135,-0.007246,0
2447,-0.018902,FLAT,0.105613,0.004677,0.00621,-0.016043,-0.014521,-0.020857,-0.001135,2.1e-05,5.3e-05,-3.1e-05,-0.007278,1
2448,0.005436,FLAT,0.024338,-0.002676,0.00386,-0.0162,-0.014558,-0.020857,0.000795,4e-06,1.2e-05,-8e-06,-0.007286,1
2449,0.003041,FLAT,0.002395,-0.002311,0.00503,-0.016098,-0.014558,-0.020857,-0.001362,-4e-06,1e-06,-5e-06,-0.007291,0
2450,0.026127,FLAT,0.023086,-0.010441,0.005051,-0.005805,0.00652,-0.020857,0.000568,1.5e-05,1.2e-05,3e-06,-0.007288,1
2451,0.003728,FLAT,0.022399,-0.004516,0.004117,-0.005667,0.011163,-0.020857,0.008029,3e-05,1.1e-05,1.9e-05,-0.007269,1
2452,-0.036469,FLAT,0.040197,0.00332,0.006243,-0.005569,0.013229,-0.020857,-0.000902,3.3e-05,2e-05,1.3e-05,-0.007256,1
2453,0.030317,FLAT,0.066786,-0.017322,0.005025,-0.005522,0.014165,-0.020857,-0.001693,-5.1e-05,3.3e-05,-8.5e-05,-0.007341,0
2454,0.0388,FLAT,0.008483,-0.018724,0.007763,-0.003064,0.014814,-0.020857,0.002707,0.000105,4e-06,0.000101,-0.00724,1
2455,0.006711,FLAT,0.032089,-0.00966,0.006729,-0.002707,0.015309,-0.020857,0.010308,6.9e-05,1.6e-05,5.3e-05,-0.007187,1
2456,-0.005419,FLAT,0.01213,-0.007434,0.006034,-0.002422,0.017784,-0.020857,0.002894,-1.6e-05,6e-06,-2.2e-05,-0.007209,0
2457,0.082063,LONG,0.087483,-0.017007,0.008419,-0.002268,0.017784,-0.020857,0.001111,9.1e-05,4.4e-05,4.7e-05,-0.007161,1
2458,0.104723,LONG,0.02266,-0.01965,0.00901,-0.001534,0.017831,-0.020857,0.003546,0.000371,1.1e-05,0.00036,-0.006801,1
2459,0.088114,LONG,0.016609,-0.005095,0.008031,-0.001264,0.017831,-0.020857,0.017438,0.001536,8e-06,0.001528,-0.005273,1
2460,0.049741,FLAT,0.038373,0.000792,0.006323,-0.001142,0.017864,-0.020857,0.007042,0.00035,1.9e-05,0.000331,-0.004942,1
